SEQ_ARTICULO,ARTICULO,REF_ALTERNATIVA,SEQ_CLIPRO,GRUPO,FAMILIA,SUBFAMILIA,FABRICANTE,NOMBRE,NOMBRE_ABR,NOMBRE_PRO,TIPO_ALMACEN,TIPO_IVA,IMPORTACION,DTO_CIAL,FEC_ALTA,FEC_BAJA,FEC_BAJA_COM,COD_BARRA,COD_BCAJA,UDS_ENV,UDS_MINIMA,PESO_UNIDAD,PESO_CAJA,UNID_PALET,PESO_PALET,FORMATO,ATR1_FORMATO,ATR2_FORMATO,ATR3_FORMATO,ATR4_FORMATO,ATR5_FORMATO,ATR6_FORMATO,CLAVE_DTO,DTO_FIJO,STOCK,MARGEN,CTA_VENTAS,CTA_COMPRAS,OBSER,SEQ_MARGEN,UNID_MEDIDA,NUM_PLANO,COD_CATEGORIA,GRUPED,ART_RAPEL,GRUPOFAB,STOCKPROV,UGV,SUBIDA,IMAGEN,NWPROD,LOTE,MP CAMISA,MP VASTAGO,MP VARILLAS,MP CABEZA PISTON,MP TAPA TRASERA,MP TAPA GUIA,DIM CAMISA,DIM VASTAGO,DIM VARILLAS,DIM CABEZA PISTON,DIM TAPA TRASERA,DIM TAPA GUIA,ALTA TEMPERATURA,AMORTIGUACION,CARRERA,DIAMETRO,AMARRE 0,AMARRE 1,EXTRA 1,AMARRE 2,EXTRA 2,AMARRE 3,AMARRE 4,AMARRE 5,EXTRA 3,AMARRE 6,EXTRA 4,EXTRA 5,EXTRA 6,EXTRA 7,EXTRA 8,EXTRA 9,AMARRE 7,AMARRE 8,AMARRE 9,KIT,AMARRE 10
249107,70200A0904P901,70200A0904P901,,5,140,,,CIL 70200A0904P901,CIL 70200A0904P901,,1,2,,,22/10/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,ACERO,ACERO,ACERO,42000,63,16,10250,3543750,6834375,0,1,904.0,200.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
249208,20350N0900P907,20350N0900P907,,5,140,,,CIL 20350N0900P907,CIL 20350N0900P907,,1,2,,,14/11/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa, Tapas, Pistón (sulf.) acero, Artic. Macho esp. acero ""AC"", Toma Tapa Guía 1 1/4""",,,,2,1,,1.0,N,1.0,,,,,COMPRADO,ACERO,F-2111,ACERO,COMPRADO,COMPRADO,,60,30,28800,,,0,0,900.0,,SOPORTE,,,,,,,,,,,,,,,,,,,,
249215,ES200AT0454P908,ES200AT0454P908,,5,140,,,CIL ES200AT0454P908,CIL ES200AT0454P908,,1,2,,,14/11/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Todo Acero, Tapa Trasera/Charnela (2 orejetas soldadas)",,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,1000,40,16,13325,2178000,3388000,0,1,430.0,200.0,,,,,,,,,,,,,,,,,,,,,
249259,40050A0100P914,40050A0100P914,,4,150,,,CILINDRO S/P 40050A0100P914  (VALVULA 5/2 VIAS),CILINDRO S/P 40050A0,,1,2,,,21/11/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,,2.0,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,100.0,,HORQUILLA,BRIDA,,,,,,,,,,,,,,,,,,,
249272,70250A0160P795,70250A0160P795,,4,141,,,CIL 70250A0160P795,CIL 70250A0160P795,,1,2,,,28/11/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Cromada, Vástago sobredimensionado y Zuncho SB70AE25 Cota EG=290 mm",,,,2,1,,1.0,N,2.0,,,,,PERFORADA,ACERO,F-2111,MP,MP,MP,66308,63,20,1,1,1,0,1,160.0,250.0,CONTRATUERCA,ZUNCHO,VARILLA,,,,,,,,,,,,,,,,,,
249284,20100A0150P924,20100A0150P924,,5,140,,,CIL 20100A0150P924,CIL 20100A0150P924,,1,2,,,20/07/1999 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,300,30,10,1,1,1,0,0,150.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
249320,20160A0200P927,20160A0200P927,,1,140,,,CIL 20160A0200P927,CIL 20160A0200P927,,1,2,,,12/12/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,200.0,160.0,CONTRATUERCA,ARTICULACION MACHO,,,,,,,,,,,,,,,,,,,
249323,70200A0421P930,70200A0421P930,,4,139,,,CIL 70200A0421P930,CIL 70200A0421P930,,1,2,,,16/12/2013 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Todo Acero, Vitón, Zuncho Cota EG=187 mm, Cab. Rótula C70AH16",,,,2,1,,1.0,N,2.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,1000,40,16,10250,3543750,3594375,1,1,421.0,200.0,CONTRATUERCA,SOPORTE,VARILLA,ROTULA,,ZUNCHO,,,,,,,,,,,,,,,
249347,20040N0025P928,20040N0025P928,,5,140,,,CIL 20040N0025P928,CIL 20040N0025P928,,1,2,,,23/12/2013 0:00,,,,,1.0,1.0,1.0,,,,,,,,,,,,N,S,,,,"Vástago, Tirantes, Contratuerca y Tuercas/ Arandelas Inox., Zuncho acero, Pintura Epoxi.",,,,2,1,,1.0,N,1.0,,,,,ACERO,INOX,INOX,ALUMINIO,ALUMINIO,ALUMINIO,80,18,1,40,60,60,0,0,25.0,40.0,CONTRATUERCA,ZUNCHO,,,,,,,,,,,,,,,,,,,
249431,ES400A0800P799,ES400A0800P799,,5,140,,,CILINDRO ES400A0800P799,CILINDRO ES400A0800P,,1,2,,,16/01/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,Camisa Cromada y Zuncho,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,162153,80,36,32800,12943000,12943000,0,1,800.0,400.0,SOPORTE,ZUNCHO,,CONTRATUERCA,,,,,,,,,,,,,,,,,
249433,ES125A0040P935,ES125A0040P935,,5,140,,,CIL ES125A0040P935,CIL ES125A0040P935,,1,2,,,17/01/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,375,40,12,6500,1156375,2417875,0,1,40.0,125.0,,,,,,,,,,,,,,,,,,,,,
249438,70125A0170P937,70125A0170P937,,4,137,,,CIL 70125A0170P937,CIL 70125A0170P937,,1,2,,,22/01/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa, Tapas y Pistón de Acero, G70AW12 y C70AH12 de Acero, Alta Temperatura.",,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,16875,32,12,16250,1366625,2207625,1,1,170.0,125.0,CONTRATUERCA,ROTULA,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
249504,20200A0500P070,20200A0500P070,,1,140,,,CIL 20200A0500P070,CIL 20200A0500P070,,1,2,,,29/01/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Estándar CNOMO, Camisa Cromada, Fuelle, Zuncho Cota Q=450 mm, Horquilla",,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,1000,60,16,1,1,1,0,1,500.0,200.0,BULON,CONTRATUERCA,,FUELLE,,FUELLE,SOPORTE,FUELLE,,HORQUILLA,,,,,,,ZUNCHO,,,,
249550,20125A0160P820,20125A0160P820,,5,140,,,CILINDRO 20125A0160P820,CILINDRO 20125A0160P,,1,2,,,04/02/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Aluminio, Tapas Guía y Trasera acero, Horquilla ""/14"", Charnela ""AW"" acero, NBR",,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,ACERO,ACERO,16500,30,12,1,1156375,1997375,0,1,160.0,125.0,CONTRATUERCA,HORQUILLA,,ROTULA,,BULON,,,,,,,,,,,,,,,
249626,30160A0480P947,30160A0480P947,,5,140,,,CIL 30160A0480P947,CIL 30160A0480P947,,1,2,,,17/02/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Cromada, Tapas y Cab. Pistón acero, Brida delantera especial.",,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,60,16,8250,1445000,1734000,0,1,480.0,160.0,SOPORTE,BRIDA,,,,,,,,,,,,,,,,,,,
249638,100040A0070P949,100040A0070P949,,0,550,,,CIL. HIDRAULICO REF.- MDA 40/25 C=70 C-C,CIL. HIDRAULICO REF.,,1,2,,,20/05/2008 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,60,,1.0,N,1.0,,,,,COMPRADO,ACERO,NO,ACERO,ACERO,BRONCE,,25,NO,40,55,2500,0,0,70.0,,,,,,,,,,,,,,,,,,,,,,
249703,70160A0220P954,70160A0220P954,,4,138,,,CIL 70160A0220P954,CIL 70160A0220P954,,1,2,,,06/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa, Tapas y Cab. Pistón acero, Vitón",,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,40,16,23925,2395750,3935875,1,1,220.0,160.0,,,VARILLA,,,,,,,,,,,,,,,,,,
249775,41040A0025P957,41040A0025P957,,4,150,,,CIL 41040A0025P957,CIL 41040A0025P957,,1,2,,,21/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Mickey Mouse, Sop. Fijación Artic. B70AN04, Charnela Hembra G70AD04, Cab. Rótula C70AH04, Bloqueo Vástago",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,NO,NO,NO,NO,120,16,NO,NO,NO,NO,0,0,25.0,40.0,ROTULA,SOPORTE,,BLOQUEO,,,,,,,,,,,,,,,,1.0,
249776,41050A0400P959,41050A0400P959,,4,150,,,CIL 41050A0400P959,CIL 41050A0400P959,,1,2,,,21/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Mickey Mouse, Zuncho 0001/50, Soporte Zuncho B70AF05",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,NO,NO,NO,NO,150,20,NO,NO,NO,NO,0,0,400.0,50.0,ZUNCHO,SOPORTE,,,,,,,,,,,,,,,,,,1.0,
249777,41050A0750P960,41050A0750P960,,4,150,,,CIL 41050A0750P960,CIL 41050A0750P960,,1,2,,,21/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Mickey Mouse, Zuncho 0001/50, Soporte Zuncho B70AF05",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,NO,NO,NO,NO,150,20,NO,NO,NO,NO,0,0,750.0,50.0,ZUNCHO,SOPORTE,,,,,,,,,,,,,,,,,,1.0,
249778,41050A0520P961,41050A0520P961,,4,150,,,CIL 41050A0520P961,CIL 41050A0520P961,,1,2,,,21/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Mickey Mouse, Zuncho 0001/50, Soporte Zuncho B70AF05",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,NO,NO,NO,NO,150,20,NO,NO,NO,NO,0,0,520.0,50.0,ZUNCHO,SOPORTE,,,,,,,,,,,,,,,,,,1.0,
249818,ES250A0114P964,ES250A0114P964,,5,140,,,CILINDRO ES250A0114P964,CILINDRO ES250A0114P,,1,2,,,26/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa cromada, Tapas, Pistón acero, Sop. Guía (ext. cuadrado), Rosca Tirantes M18 fina (paso 1.5 mm)",,,,2,1,,1.0,N,1.0,,,,,PERFORADA,ACERO,F-2111,ACERO,ACERO,ACERO,66308,50,18,16575,4159375,4537500,0,1,114.0,250.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
249819,ES250A0051P965,ES250A0051P965,,5,140,,,CILINDRO ES250A0051P965,CILINDRO ES250A0051P,,1,2,,,26/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa cromada, Tapas, Pistón acero, Sop. Guía (ext. cuadrado), Rosca Tirantes M18 fina (paso 1.5 mm)",,,,2,1,,1.0,N,1.0,,,,,PERFORADA,ACERO,F-2111,ACERO,ACERO,ACERO,66308,50,18,16575,4159375,4537500,0,1,51.0,250.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
249820,ES250A0051P966,ES250A0051P966,,5,140,,,CILINDRO ES250A0051P966,CILINDRO ES250A0051P,,1,2,,,26/03/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa cromada, Tapas, Pistón acero, Sop. Guía (ext. cuadrado), Rosca Tirantes M18 fina (paso 1.5 mm)",,,,2,1,,1.0,N,1.0,,,,,PERFORADA,ACERO,F-2111,ACERO,ACERO,ACERO,66308,50,18,16575,4159375,4159375,0,1,51.0,250.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
249922,ES350A0428P967,ES350A0428P967,,5,140,,,CIL ES350A0428P967,CIL ES350A0428P967,,1,2,,,15/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Todo acero, NBR, Camisa cromada, Horquilla especial, Zuncho, Pistón Sulfinizado.",,,,2,1,,1.0,,1.0,,,,,COMPRADO,ACERO,F-2111,ACERO,ACERO,ACERO,,75,30,28800,11250000,11250000,0,0,428.0,,SOPORTE,HORQUILLA,,ZUNCHO,,,,,,,,,,,,,,,,,
249923,ES350A0340P968,ES350A0340P968,,5,140,,,CIL ES350A0340P968,CIL ES350A0340P968,,1,2,,,15/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Todo acero, NBR, Camisa cromada, Horquilla y Artic. Macho especial ""AC"", Zuncho, Pistón Sulfinizado.",,,,2,1,,1.0,,1.0,,,,,COMPRADO,ACERO,F-2111,ACERO,ACERO,ACERO,,75,30,28800,11250000,11250000,0,0,340.0,,BULON,SOPORTE,,HORQUILLA,,ZUNCHO,ARTICULACION MACHO,,,,,,,,,,,,,,
249952,ES350A0110P969,ES350A0110P969,,5,140,,,CIL ES350A0110P969,CIL ES350A0110P969,,1,2,,,16/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Todo acero, NBR, Camisa cromada, Pistón Sulfinizado.",,,,2,1,,1.0,,1.0,,,,,COMPRADO,ACERO,F-2111,ACERO,ACERO,ACERO,,90,30,28800,11250000,11250000,0,0,110.0,,SOPORTE,,,,,,,,,,,,,,,,,,,,
249981,ES160A0335P972,ES160A0335P972,,5,140,,,CIL ES160A0335P972,CIL ES160A0335P972,,1,2,,,23/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Cromada, Tapas y Cab. Pistón acero, Tapa Guía/Zuncho, Sop. Zuncho especiales (allen), Horquilla Macho acero.",,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,40,16,7920,1387200,1589500,0,1,335.0,160.0,SOPORTE,ZUNCHO,,HORQUILLA,,,,,,,,,,,,,,,,,
249998,ES160A0359P973,ES160A0359P973,,5,140,,,CIL ES160A0359P973,CIL ES160A0359P973,,1,2,,,24/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Cromada, Tapas y Cab. Pistón acero, Tapa Trasera/Charnela Hembra (tipo ""AD""), Horquilla Hembra especial acero.",,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,40,16,7920,1387200,1589500,0,1,359.0,160.0,SOPORTE,BULON,,HORQUILLA,,HORQUILLA,,,,,,,,,,,,,,,
250005,70200A0245P980,70200A0245P980,,4,138,,,CIL 70200A0245P980,CIL 70200A0245P980,,1,2,,,24/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,1,1,245.0,200.0,CONTRATUERCA,ROTULA,VARILLA,ROTULA,,,,,,,,,,,,,,,,,
250078,ES050A0102P974,ES050A0102P974,,3,140,,,CIL ES050A0102P974,CIL ES050A0102P974,,1,2,,,04/04/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Cromada, Tapas y Cab. Pistón acero, Tapa Guía/Charnela Hembra, Horquilla Macho acero",,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,2750,25,8,50,4900,4900,0,1,102.0,50.0,BULON,HORQUILLA,,,,,,,,,,,,,,,,,,,
250123,40100A0165P987,40100A0165P987,,4,186,,,CIL 40100A0165P987,CIL 40100A0165P987,,1,2,,,13/05/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,100,70,10,NO,NO,NO,0,0,165.0,100.0,FUELLE,FUELLE,VARILLA,SOPORTE,,HORQUILLA,ZUNCHO,FUELLE,,,,,,,,,,,,1.0,
250142,40125A0750P991,40125A0750P991,,4,186,,,CIL 40125A0750P991,CIL 40125A0750P991,,1,2,,,21/05/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Brida Del. AA, Horquilla AG, Electroválvula 5/2 1/2"" ATEX22",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,16500,32,12,NO,NO,NO,0,0,750.0,125.0,BRIDA,HORQUILLA,VARILLA,,,,,,,,,,,,,,,,,1.0,
250170,30080A0750P993,30080A0750P993,,5,140,,,CIL 30080A0750P993,CIL 30080A0750P993,,1,2,,,27/05/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa cromada, Tapas y Pistón acero, Vástago 153 mm más largo, Horquilla ""AG"", Charnela Hembra ""AD""",,,,2,1,,1.0,N,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,7200,32,10,3825,10000,10000,0,1,750.0,80.0,CONTRATUERCA,HORQUILLA,,ARTICULACION HEMBRA,,BULON,,,,,,,,,,,,,,,
250182,20040A0125P999,20040A0125P999,,5,140,,,CIL 20040A0125P999,CIL 20040A0125P999,,1,2,,,03/12/1998 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Camisa Aluminio, Vástago especial (más largo)",,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,ALUMINIO,MP,MP,80,18,6,40,1,1,0,0,125.0,40.0,,,,,,,,,,,,,,,,,,,,,
250191,70160A0125P998,70160A0125P998,,4,138,,,CIL 70160A0125P998,CIL 70160A0125P998,,1,2,,,05/06/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa, Tapas y Cab. Pistón acero, Vitón",,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,40,16,23925,2395750,3935875,1,1,125.0,160.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
250245,40100A0250P013,40100A0250P013,,4,186,,,CIL 40100A0250P013,CIL 40100A0250P013,,1,2,,,02/05/2012 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,COMPRADO,COMPRADO,NO,NO,NO,100,25,10,NO,NO,NO,1,0,250.0,100.0,BLOQUEO,HORQUILLA,VARILLA,ZUNCHO,,SOPORTE,,,,,,,,,,,,,,1.0,
250286,70320A0235P004,70320A0235P004,,4,138,,,CIL 70320A0235P004,CIL 70320A0235P004,,1,2,,,01/07/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa, Tapas y Pistón acero, Cab. Rótula ""AH"", Artic. Macho ""AC"" acero, Vitón",,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,108275,63,24,1,1,1,0,0,235.0,320.0,CONTRATUERCA,ROTULA,VARILLA,ARTICULACION MACHO,,,,,,,,,,,,,,,,,
250310,20063A1700P024,20063A1700P024,,5,140,,,CIL 20063A1700P024,CIL 20063A1700P024,,1,2,,,09/07/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa aluminio, Charnela Hembra, Charnela Macho, Horquilla, 2 Detec. Magn. (2.5 y 3 mt), Regulador Caudal ""BANJO"" Ø10 3/8""",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,ALUMINIO,MP,MP,126,3825,8,1,1,1,0,1,1700.0,63.0,CONTRATUERCA,HORQUILLA,,ARTICULACION HEMBRA,,ARTICULACION MACHO,,,,,,,,,,,,,,,
250321,40125A0300P025,40125A0300P025,,4,186,,,CIL 40125A0300P025,CIL 40125A0300P025,,1,2,,,14/07/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Vástago más largo, Fuelle, Brida Del. AA, Horquilla AG, Electroválvula 5/2 1/4"" 110V AC",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,16500,70,12,NO,NO,NO,0,0,300.0,125.0,FUELLE,SOPORTE,VARILLA,HORQUILLA,,BRIDA,,,,,,,,,,,,,,1.0,
250334,20250A0985P026,20250A0985P026,,2,160,,,CIL 20250A0985P026,CIL 20250A0985P026,,1,2,,,16/07/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa aluminio, Vástago más largo, Vitón, 2 Detectores y Soportes",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,ACERO,MP,MP,250,60,20,250,1,1,0,0,985.0,250.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
250400,70160A0280P037,70160A0280P037,,5,140,,,CIL 70160A0280P037,CIL 70160A0280P037,,1,2,,,14/09/2007 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Varillas esp. (más largas), Tomas de 1"" (con reducción)",,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,COMPRADO,MP,MP,MP,160,40,16,1,1,1,0,0,280.0,160.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
250405,40100A0320P033,40100A0320P033,,4,186,,,CIL 40100A0320P033,CIL 40100A0320P033,,1,2,,,08/09/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Tirante esp. (Varilla roscada), Horquilla ""AG"", Zuncho ""AE"" Cota EG=186 mm, Racorería, Voltaje 220V AC",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,COMPRADO,NO,NO,NO,100,25,1,NO,NO,NO,0,0,320.0,100.0,HORQUILLA,ZUNCHO,VARILLA,,,,,,,,,,,,,,,,,1.0,
250414,20050A0050P038,20050A0050P038,,5,140,,,CIL 20050A0050P038,CIL 20050A0050P038,,1,2,,,21/03/2007 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Vástago y Tirantes Inox. AISI316, Tapas Guía y Trasera acero, Vitón, Tuercas Tirante Inox. AISI316, Pintura Epoxi",,,,2,1,,1.0,N,2.0,,,,,ACERO,INOX,INOX,ALUMINIO,ACERO,ACERO,2750,18,8,50,2450,4550,1,1,50.0,50.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
250415,20050A0100P040,20050A0100P040,,5,140,,,CIL 20050A0100P040,CIL 20050A0100P040,,1,2,,,21/03/2007 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Vástago y Tirantes Inox. AISI304, Tapas Guía y Trasera acero, Vitón, Tuercas Tirante Inox. AISI316, Pintura Epoxi 5009",,,,2,1,,1.0,N,2.0,,,,,ACERO,INOX,INOX,ALUMINIO,ACERO,ACERO,2750,18,8,50,2450,4550,1,1,100.0,50.0,,,,,,,,,,,,,,,,,,,,,
250455,20063A0125P050,20063A0125P050,,5,140,,,CILINDRO 20063A0125P050,CILINDRO 20063A0125P,,1,2,,,26/09/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Carrera regulable, Magnético, Zuncho Cota Q=105 mm",,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,ALUMINIO,ACERO,MP,126,22,8,65,1760,1,0,1,125.0,63.0,CONTRATUERCA,ZUNCHO,,,,,,,,,,,,,,,,,,,
250461,40125A0125P054,40125A0125P054,,4,186,,,CIL 40125A0125P054,CIL 40125A0125P054,,1,2,,,19/07/2012 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Vástago esp. (más largo, rosca M20x1 mm), Tirantes esp. (más largos), Cab. Rótula C70AH08, Placa Unión esp. (Aluminio)",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,16500,32,12,NO,NO,NO,0,0,125.0,125.0,ROTULA,CONTRATUERCA,CAMISA,,VASTAGO,,,,VARILLA,,,,,,,,,,,1.0,
250464,40125A0090P028,40125A0090P028,,4,186,,,CIL 40125A0090P028,CIL 40125A0090P028,,1,2,,,29/09/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,Cilindro estándar con prisionero en Vástago y Pistón,,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,COMPRADO,NO,NO,NO,16500,32,12,NO,NO,NO,0,0,90.0,125.0,,,VARILLA,,,,,,,,,,,,,,,,,1.0,
250539,70100A1000P058,70100A1000P058,,5,140,,,CIL 70100A1000P058,CIL 70100A1000P058,,1,2,,,10/10/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa ""Mickey Mouse"", Vástago Inox. AISI304 Ø30 mm, Tapa Guía mecanizada",,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,INOX,NO,MP,MP,ALUMINIO,300,30,NO,1,1,10800,0,1,1000.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
250570,20200A0062P061,20200A0062P061,,5,140,,,CIL 20200A0062P061,CIL 20200A0062P061,,1,2,,,16/10/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Doble Vástago, Tapas Guía acero, Cabezas Pistón aluminio, Vástagos especiales, Brida especial acero",,,,2,1,,1.0,N,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,NO,ACERO,42000,40,16,1,NO,5315625,0,1,62.0,200.0,BRIDA,,TAPA GUIA,,,,,,,,,,,,,,,,,,
250582,40125A0490P624,40125A0490P624,,4,186,,,CIL 40125A0490P624,CIL 40125A0490P624,,1,2,,,22/10/2014 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Brida Del. AA, Horquilla AG, Electroválvula 5/2 1/4"" 24V DC",,,,2,1,,1.0,N,2.0,,,,,ALUMINIO,ACERO,F-2111,NO,NO,NO,16500,32,12,NO,NO,NO,0,0,490.0,125.0,BRIDA,HORQUILLA,VARILLA,,,,,,,,,,,,,,,,,1.0,
